"curie_id","label","mapped_curie","mapped_label","mapping_source_prefix","mapping_target_prefix","distance"
"DOID:12362","thyrotoxic exophthalmos","ICD9CM:376.21","Thyrotoxic exophthalmos","DOID","ICD9CM","1"
"DOID:12326","chronic pulmonary heart disease","ICD9CM:416.8","Other chronic pulmonary heart diseases","BAO,DOID","ICD9CM","1"
"DOID:12919","Plasmodium ovale malaria","ICD9CM:084.3","Ovale malaria","DOID","ICD9CM","1"
"DOID:13038","cicatricial lagophthalmos","ICD9CM:374.23","Cicatricial lagophthalmos","DOID","ICD9CM","1"
"DOID:8923","skin melanoma","ICD9CM:172.9","Melanoma of skin, site unspecified","BAO,DOID","ICD9CM","1"
"DOID:8923","skin melanoma","ICD9CM:172.2","Malignant melanoma of skin of ear and external auditory canal","BAO","ICD9CM","1"
"DOID:8923","skin melanoma","ICD9CM:172","","BAO,DOID","ICD9CM","1"
"DOID:8923","skin melanoma","ICD9CM:172.0","Malignant melanoma of skin of lip","BAO","ICD9CM","1"
"DOID:8923","skin melanoma","ICD9CM:172.5","Malignant melanoma of skin of trunk, except scrotum","BAO","ICD9CM","1"
"DOID:8923","skin melanoma","ICD9CM:172.4","Malignant melanoma of skin of scalp and neck","BAO","ICD9CM","1"
"DOID:11385","expressive language disorder","ICD9CM:315.31","Expressive language disorder","MFOMD,BAO,DOID","ICD9CM","1"
"DOID:9297","lip disease","ICD9CM:528.5","Diseases of lips","BAO","ICD9CM","1"
"DOID:9952","acute lymphocytic leukemia","ICD9CM:204.0","","BAO,CLO,DOID","ICD9CM","1"
"DOID:227","ankylosis","ICD9CM:718.5","","BAO","ICD9CM","1"
"DOID:227","ankylosis","ICD9CM:718.50","Ankylosis of joint, site unspecified","BAO","ICD9CM","1"
"DOID:13566","tibial collateral ligament bursitis","ICD9CM:726.62","Tibial collateral ligament bursitis","DOID","ICD9CM","1"
"DOID:11335","sarcoidosis","ICD9CM:135","Sarcoidosis","BAO,DOID","ICD9CM","1"
"DOID:9820","central gyrate choroidal dystrophy","ICD9CM:363.54","Central choroidal atrophy, total","DOID","ICD9CM","1"
"DOID:9512","simple chronic conjunctivitis","ICD9CM:372.11","Simple chronic conjunctivitis","DOID","ICD9CM","1"
"DOID:8580","malignant histiocytosis","ICD9CM:202.3","","BAO,DOID","ICD9CM","1"
"DOID:11036","chronic rapidly progressive glomerulonephritis","ICD9CM:582.4","Chronic glomerulonephritis with lesion of rapidly progressive glomerulonephritis","DOID","ICD9CM","1"
"DOID:12678","hypercalcemia","ICD9CM:275.42","Hypercalcemia","BAO,DOID","ICD9CM","1"
"DOID:9021","esophageal leukoplakia","ICD9CM:530.83","Esophageal leukoplakia","DOID","ICD9CM","1"
"DOID:14423","glossopharyngeal neuralgia","ICD9CM:352.1","Glossopharyngeal neuralgia","BAO","ICD9CM","1"
"DOID:8675","lymphosarcoma","ICD9CM:200.0","","BAO,CLO","ICD9CM","1"
"DOID:8675","lymphosarcoma","ICD9CM:200.1","","BAO,CLO","ICD9CM","1"
"DOID:8675","lymphosarcoma","ICD9CM:200.7","","BAO,CLO","ICD9CM","1"
"DOID:589","congenital hemolytic anemia","ICD9CM:282","","BAO","ICD9CM","1"
"DOID:589","congenital hemolytic anemia","ICD9CM:282.9","Hereditary hemolytic anemia, unspecified","BAO","ICD9CM","1"
"DOID:1284","prolapse of female genital organ","ICD9CM:618.8","","BAO,DOID","ICD9CM","1"
"DOID:1284","prolapse of female genital organ","ICD9CM:618.89","Other specified genital prolapse","BAO,DOID","ICD9CM","1"
"DOID:355","mast-cell sarcoma","ICD9CM:202.6","","BAO","ICD9CM","1"
"DOID:11991","osteopoikilosis","ICD9CM:756.53","Osteopoikilosis","BAO,DOID","ICD9CM","1"
"DOID:1019","osteomyelitis","ICD9CM:730.01","Acute osteomyelitis, shoulder region","BAO","ICD9CM","1"
"DOID:1019","osteomyelitis","ICD9CM:730.10","Chronic osteomyelitis, site unspecified","BAO,DOID","ICD9CM","1"
"DOID:1019","osteomyelitis","ICD9CM:730.1","","BAO,DOID","ICD9CM","1"
"DOID:1019","osteomyelitis","ICD9CM:730.11","Chronic osteomyelitis, shoulder region","BAO","ICD9CM","1"
"DOID:8500","hereditary retinal dystrophy","ICD9CM:362.70","Hereditary retinal dystrophy, unspecified","DOID","ICD9CM","1"
"DOID:8500","hereditary retinal dystrophy","ICD9CM:362.7","","DOID","ICD9CM","1"
"DOID:8886","chorioretinitis","ICD9CM:363.20","Chorioretinitis, unspecified","BAO,DOID","ICD9CM","1"
"DOID:214","teeth hard tissue disease","ICD9CM:521.8","","BAO","ICD9CM","1"
"DOID:214","teeth hard tissue disease","ICD9CM:521.89","Other specific diseases of hard tissues of teeth","BAO","ICD9CM","1"
"DOID:790","ocular hypotension","ICD9CM:360.3","","BAO,DOID","ICD9CM","1"
"DOID:790","ocular hypotension","ICD9CM:360.30","Hypotony of eye, unspecified","BAO,DOID","ICD9CM","1"
"DOID:561","trigeminal nerve disease","ICD9CM:350.8","Other specified trigeminal nerve disorders","BAO,DOID","ICD9CM","1"
"DOID:11506","suppurative otitis media","ICD9CM:382","","BAO,DOID","ICD9CM","1"
"DOID:11506","suppurative otitis media","ICD9CM:382.4","Unspecified suppurative otitis media","BAO,DOID","ICD9CM","1"
"DOID:12098","trigeminal neuralgia","ICD9CM:350.1","Trigeminal neuralgia","BAO","ICD9CM","1"
"DOID:11181","serous glue ear","ICD9CM:381.1","","DOID","ICD9CM","1"
"DOID:9786","bulbar polio","ICD9CM:045.0","","DOID","ICD9CM","1"
"DOID:10719","toxic diffuse goiter","ICD9CM:242.00","Toxic diffuse goiter without mention of thyrotoxic crisis or storm","BAO,DOID","ICD9CM","1"
"DOID:8469","influenza","ICD9CM:487","","VO,APOLLO_SV,BAO,DOID","ICD9CM","1"
"DOID:14131","midline cystocele","ICD9CM:618.01","Cystocele, midline","DOID","ICD9CM","1"
"DOID:12858","Huntington's disease","ICD9CM:333.4","Huntington's chorea","BAO,DOID","ICD9CM","1"
"DOID:10459","common cold","ICD9CM:460","Acute nasopharyngitis [common cold]","BAO,DOID","ICD9CM","1"
"DOID:3312","bipolar disorder","ICD9CM:296.40","Bipolar I disorder, most recent episode (or current) manic, unspecified","BAO,DOID","ICD9CM","1"
"DOID:3312","bipolar disorder","ICD9CM:296.80","Bipolar disorder, unspecified","BAO,MFOMD,DOID","ICD9CM","1"
"DOID:3312","bipolar disorder","ICD9CM:296.60","Bipolar I disorder, most recent episode (or current) mixed, unspecified","BAO,DOID","ICD9CM","1"
"DOID:14324","Plasmodium malariae malaria","ICD9CM:084.2","Quartan malaria","DOID","ICD9CM","1"
"DOID:318","progressive muscular atrophy","ICD9CM:335.21","Progressive muscular atrophy","BAO","ICD9CM","1"
"DOID:9473","mononeuritis of lower limb","ICD9CM:355.8","Mononeuritis of lower limb, unspecified","DOID","ICD9CM","1"
"DOID:9473","mononeuritis of lower limb","ICD9CM:355","","DOID","ICD9CM","1"
"DOID:8717","decubitus ulcer","ICD9CM:707.00","Pressure ulcer, unspecified site","BAO,DOID","ICD9CM","1"
"DOID:8717","decubitus ulcer","ICD9CM:707.0","","BAO,DOID","ICD9CM","1"
"DOID:12667","binocular vision disease","ICD9CM:368.30","Binocular vision disorder, unspecified","BAO,DOID","ICD9CM","1"
"DOID:8646","substance-induced psychosis","ICD9CM:293.89","Other specified transient mental disorders due to conditions classified elsewhere, other","MFOMD,BAO,DOID","ICD9CM","1"
"DOID:10520","acute infection of pinna","ICD9CM:380.11","Acute infection of pinna","DOID","ICD9CM","1"
"DOID:10780","primary polycythemia","ICD9CM:289.6","Familial polycythemia","DOID","ICD9CM","1"
"DOID:13800","inclusion conjunctivitis","ICD9CM:077.0","Inclusion conjunctivitis","BAO,DOID","ICD9CM","1"
"DOID:14146","ureterolithiasis","ICD9CM:592.1","Calculus of ureter","BAO,DOID","ICD9CM","1"
"DOID:9838","cyclotropia","ICD9CM:378.33","Cyclotropia","DOID","ICD9CM","1"
"DOID:13760","Pthirus pubis infestation","ICD9CM:132.2","Phthirus pubis [pubic louse]","BAO,DOID","ICD9CM","1"
"DOID:263","kidney cancer","ICD9CM:189.0","Malignant neoplasm of kidney, except pelvis","BAO,DOID,CLO","ICD9CM","1"
"DOID:14323","Marfan syndrome","ICD9CM:759.82","Marfan syndrome","BAO,DOID","ICD9CM","1"
"DOID:13649","polyneuropathy in collagen vascular disease","ICD9CM:357.1","Polyneuropathy in collagen vascular disease","DOID","ICD9CM","1"
"DOID:786","laryngeal disease","ICD9CM:478.70","Unspecified disease of larynx","BAO,DOID","ICD9CM","1"
"DOID:12573","neonatal thyrotoxicosis","ICD9CM:775.3","Neonatal thyrotoxicosis","BAO,DOID","ICD9CM","1"
"DOID:3277","thymus cancer","ICD9CM:164.0","Malignant neoplasm of thymus","BAO,DOID","ICD9CM","1"
"DOID:0014667","disease of metabolism","ICD9CM:277.9","Unspecified disorder of metabolism","ONTONEO,BAO","ICD9CM","1"
"DOID:12581","olecranon bursitis","ICD9CM:726.33","Olecranon bursitis","DOID","ICD9CM","1"
"DOID:14177","congenital hypogammaglobulinemia","ICD9CM:279.04","Congenital hypogammaglobulinemia","BAO,DOID","ICD9CM","1"
"DOID:1233","transvestism","ICD9CM:302.3","Transvestic fetishism","MFOMD,BAO,DOID","ICD9CM","1"
"DOID:1251","tuberculous epididymitis","ICD9CM:016.4","","BAO,DOID","ICD9CM","1"
"DOID:9173","submandibular gland cancer","ICD9CM:142.1","Malignant neoplasm of submandibular gland","CLO","ICD9CM","1"
"DOID:13129","severe pre-eclampsia","ICD9CM:642.50","Severe pre-eclampsia, unspecified as to episode of care or not applicable","ONTONEO,DOID","ICD9CM","1"
"DOID:9074","systemic lupus erythematosus","ICD9CM:710.0","Systemic lupus erythematosus","BAO,OHMI,DOID","ICD9CM","1"
"DOID:14118","familial lipoprotein lipase deficiency","ICD9CM:272.3","Hyperchylomicronemia","BAO,DOID","ICD9CM","1"
"DOID:535","sleep disorder","ICD9CM:307.4","","MFOMD,BAO,DOID","ICD9CM","1"
"DOID:8514","acute pulmonary heart disease","ICD9CM:415","","BAO,DOID","ICD9CM","1"
"DOID:8133","epiglottis cancer","ICD9CM:146.4","Malignant neoplasm of anterior aspect of epiglottis","DOID","ICD9CM","1"
"DOID:2485","phosphorus metabolism disease","ICD9CM:275.3","Disorders of phosphorus metabolism","BAO,DOID","ICD9CM","1"
"DOID:11736","odontoclasia","ICD9CM:521.05","Odontoclasia","DOID","ICD9CM","1"
"DOID:9220","central sleep apnea","ICD9CM:327.21","Primary central sleep apnea","MFOMD,BAO","ICD9CM","1"
"DOID:2856","euthyroid sick syndrome","ICD9CM:790.94","Euthyroid sick syndrome","BAO","ICD9CM","1"
"DOID:9540","vascular skin disease","ICD9CM:709.1","Vascular disorders of skin","DOID","ICD9CM","1"
"DOID:13791","myringitis bullosa hemorrhagica","ICD9CM:384.01","Bullous myringitis","DOID","ICD9CM","1"
"DOID:13113","cicatricial entropion","ICD9CM:374.04","Cicatricial entropion","BAO","ICD9CM","1"
"DOID:13757","excessive tearing","ICD9CM:375.20","Epiphora, unspecified as to cause","BAO,DOID","ICD9CM","1"
"DOID:13757","excessive tearing","ICD9CM:375.2","","BAO,DOID","ICD9CM","1"
"DOID:12223","specific bursitis often of occupational origin","ICD9CM:727.2","Specific bursitides often of occupational origin","DOID","ICD9CM","1"
"DOID:9969","carotenemia","ICD9CM:278.3","Hypercarotinemia","DOID","ICD9CM","1"
"DOID:10944","tongue disease","ICD9CM:529.9","Unspecified condition of the tongue","BAO,DOID","ICD9CM","1"
"DOID:2048","autoimmune hepatitis","ICD9CM:571.42","Autoimmune hepatitis","ONTONEO,BAO,DOID","ICD9CM","1"
"DOID:12849","autistic disorder","ICD9CM:299.0","","MFOMD,BAO,DOID","ICD9CM","1"
"DOID:9348","carotid artery dissection","ICD9CM:443.21","Dissection of carotid artery","BAO","ICD9CM","1"
"DOID:1468","labyrinthitis","ICD9CM:386.30","Labyrinthitis, unspecified","BAO","ICD9CM","1"
"DOID:1468","labyrinthitis","ICD9CM:386.3","","BAO","ICD9CM","1"
"DOID:782","renal infectious disease","ICD9CM:590","","DOID","ICD9CM","1"
"DOID:782","renal infectious disease","ICD9CM:590.9","Infection of kidney, unspecified","DOID","ICD9CM","1"
"DOID:10646","schizotypal personality disorder","ICD9CM:301.22","Schizotypal personality disorder","MFOMD,BAO,DOID","ICD9CM","1"
"DOID:12196","superficial keratitis","ICD9CM:370.20","Superficial keratitis, unspecified","BAO","ICD9CM","1"
"DOID:12450","pancytopenia","ICD9CM:284.1","","BAO,DOID","ICD9CM","1"
"DOID:13589","female infertility of uterine origin","ICD9CM:628.3","Infertility, female, of uterine origin","DOID","ICD9CM","1"
"DOID:936","brain disease","ICD9CM:348.3","","BAO,DOID","ICD9CM","1"
"DOID:936","brain disease","ICD9CM:348.9","Unspecified condition of brain","BAO,DOID","ICD9CM","1"
"DOID:936","brain disease","ICD9CM:348.30","Encephalopathy, unspecified","BAO,DOID","ICD9CM","1"
"DOID:8883","lower lip cancer","ICD9CM:140.1","Malignant neoplasm of lower lip, vermilion border","DOID","ICD9CM","1"
"DOID:11766","blind hypotensive eye","ICD9CM:360.41","Blind hypotensive eye","DOID","ICD9CM","1"
"DOID:1802","mononeuritis","ICD9CM:355.9","Mononeuritis of unspecified site","BAO","ICD9CM","1"
"DOID:178","vascular disease","ICD9CM:442.9","Aneurysm of unspecified site","DOID,BAO,ONTONEO","ICD9CM","1"
"DOID:12705","Friedreich ataxia","ICD9CM:334.0","Friedreich's ataxia","BAO,DOID","ICD9CM","1"
"DOID:11569","neurocirculatory asthenia","ICD9CM:306.2","Cardiovascular malfunction arising from mental factors","MFOMD,BAO,DOID","ICD9CM","1"
"DOID:9669","senile cataract","ICD9CM:366.1","","BAO,DOID","ICD9CM","1"
"DOID:9669","senile cataract","ICD9CM:366.10","Senile cataract, unspecified","BAO,DOID","ICD9CM","1"
"DOID:1156","chondrocalcinosis","ICD9CM:712.1","","BAO,DOID","ICD9CM","1"
"DOID:9296","cleft lip","ICD9CM:749.1","","BAO,DOID","ICD9CM","1"
"DOID:9296","cleft lip","ICD9CM:749.10","Cleft lip, unspecified","BAO,DOID","ICD9CM","1"
"DOID:9296","cleft lip","ICD9CM:749.11","Cleft lip, unilateral, complete","BAO,DOID","ICD9CM","1"
"DOID:3627","aortic aneurysm","ICD9CM:441.1","Thoracic aneurysm, ruptured","DOID,BAO","ICD9CM","1"
"DOID:3627","aortic aneurysm","ICD9CM:441.6","Thoracoabdominal aneurysm, ruptured","DOID,BAO","ICD9CM","1"
"DOID:3627","aortic aneurysm","ICD9CM:441.5","Aortic aneurysm of unspecified site, ruptured","BAO,DOID","ICD9CM","1"
"DOID:3627","aortic aneurysm","ICD9CM:441.3","Abdominal aneurysm, ruptured","DOID,BAO","ICD9CM","1"
"DOID:13544","low tension glaucoma","ICD9CM:365.12","Low tension open-angle glaucoma","BAO","ICD9CM","1"
"DOID:9365","vesiculitis","ICD9CM:608.0","Seminal vesiculitis","BAO","ICD9CM","1"
"DOID:13731","malignant secondary hypertension","ICD9CM:405.0","","ONTONEO,DOID","ICD9CM","1"
"DOID:11289","ventilation pneumonitis","ICD9CM:495.7","""Ventilation"" pneumonitis","DOID","ICD9CM","1"
"DOID:10880","iliac vein thrombophlebitis","ICD9CM:451.81","Phlebitis and thrombophlebitis of iliac vein","DOID","ICD9CM","1"
"DOID:11382","corneal neovascularization","ICD9CM:370.6","","DOID","ICD9CM","1"
"DOID:11382","corneal neovascularization","ICD9CM:370.60","Corneal neovascularization, unspecified","DOID","ICD9CM","1"
"DOID:9821","choroideremia","ICD9CM:363.55","Choroideremia","BAO,DOID","ICD9CM","1"
"DOID:1657","ventricular septal defect","ICD9CM:745.4","Ventricular septal defect","BAO","ICD9CM","1"
"DOID:11235","adhesive otitis media","ICD9CM:385.10","Adhesive middle ear disease, unspecified as to involvement","DOID","ICD9CM","1"
"DOID:11235","adhesive otitis media","ICD9CM:385.1","","DOID","ICD9CM","1"
"DOID:7166","thyroiditis","ICD9CM:245.9","Thyroiditis, unspecified","BAO,DOID","ICD9CM","1"
"DOID:7166","thyroiditis","ICD9CM:245","","BAO,DOID","ICD9CM","1"
"DOID:4249","Gerstmann-Straussler-Scheinker syndrome","ICD9CM:046.71","","BAO,DOID","ICD9CM","1"
"DOID:9655","oral mucosa leukoplakia","ICD9CM:528.6","Leukoplakia of oral mucosa, including tongue","DOID","ICD9CM","1"
"DOID:754","bladder tuberculosis","ICD9CM:016.10","Tuberculosis of bladder, unspecified","DOID","ICD9CM","1"
"DOID:754","bladder tuberculosis","ICD9CM:016.1","","DOID","ICD9CM","1"
"DOID:12997","Phlegmonous dacryocystitis","ICD9CM:375.33","Phlegmonous dacryocystitis","DOID","ICD9CM","1"
"DOID:8630","upper lip cancer","ICD9CM:140.3","Malignant neoplasm of upper lip, inner aspect","DOID","ICD9CM","1"
"DOID:8630","upper lip cancer","ICD9CM:140.0","Malignant neoplasm of upper lip, vermilion border","DOID","ICD9CM","1"
"DOID:10376","amblyopia","ICD9CM:368.00","Amblyopia, unspecified","BAO,DOID","ICD9CM","1"
"DOID:13656","gastrin secretion abnormality","ICD9CM:251.5","Abnormality of secretion of gastrin","DOID","ICD9CM","1"
"DOID:3765","pseudohermaphroditism","ICD9CM:752.7","Indeterminate sex and pseudohermaphroditism","BAO,DOID","ICD9CM","1"
"DOID:13585","alveolar periostitis","ICD9CM:526.5","Alveolitis of jaw","DOID","ICD9CM","1"
"DOID:13910","red color blindness","ICD9CM:368.51","Protan defect","BAO,DOID","ICD9CM","1"
"DOID:3093","nervous system cancer","ICD9CM:192","","BAO,DOID,CLO","ICD9CM","1"
"DOID:3093","nervous system cancer","ICD9CM:192.9","Malignant neoplasm of nervous system, part unspecified","BAO,DOID,CLO","ICD9CM","1"
"DOID:910","occipital lobe neoplasm","ICD9CM:191.4","Malignant neoplasm of occipital lobe","DOID","ICD9CM","1"
"DOID:4372","intracranial embolism","ICD9CM:434.1","","BAO,DOID","ICD9CM","1"
"DOID:14654","prostatitis","ICD9CM:601.9","Prostatitis, unspecified","BAO","ICD9CM","1"
"DOID:14654","prostatitis","ICD9CM:601","","BAO","ICD9CM","1"
"DOID:10699","paragonimiasis","ICD9CM:121.2","Paragonimiasis","BAO,DOID","ICD9CM","1"
"DOID:9809","hypersensitivity vasculitis","ICD9CM:446.2","","BAO,DOID","ICD9CM","1"
"DOID:9809","hypersensitivity vasculitis","ICD9CM:446.20","Hypersensitivity angiitis, unspecified","BAO,DOID","ICD9CM","1"
"DOID:11983","Prader-Willi syndrome","ICD9CM:759.81","Prader-Willi syndrome","BAO,DOID","ICD9CM","1"
"DOID:10783","methemoglobinemia","ICD9CM:289.7","Methemoglobinemia","BAO,DOID","ICD9CM","1"
"DOID:13209","right bundle branch block","ICD9CM:426.51","Right bundle branch block and left posterior fascicular block","BAO,DOID","ICD9CM","1"
"DOID:14188","frozen shoulder","ICD9CM:726.0","Adhesive capsulitis of shoulder","BAO,DOID","ICD9CM","1"
"DOID:10629","microphthalmia","ICD9CM:743.11","Simple microphthalmos","DOID,BAO","ICD9CM","1"
"DOID:10629","microphthalmia","ICD9CM:743.1","","DOID,BAO","ICD9CM","1"
"DOID:10629","microphthalmia","ICD9CM:743.10","Microphthalmos, unspecified","DOID,BAO","ICD9CM","1"
"DOID:8929","atrophic gastritis","ICD9CM:535.1","","BAO,DOID","ICD9CM","1"
"DOID:8929","atrophic gastritis","ICD9CM:535.11","Atrophic gastritis, with hemorrhage","BAO","ICD9CM","1"
"DOID:9975","cocaine dependence","ICD9CM:304.2","","ONTONEO,MFOMD,BAO,DOID","ICD9CM","1"
"DOID:9975","cocaine dependence","ICD9CM:304.20","Cocaine dependence, unspecified","ONTONEO,MFOMD,BAO,DOID","ICD9CM","1"
"DOID:9643","babesiosis","ICD9CM:088.82","Babesiosis","BAO,DOID","ICD9CM","1"
"DOID:9784","trichinosis","ICD9CM:124","Trichinosis","BAO,DOID","ICD9CM","1"
"DOID:3393","coronary artery disease","ICD9CM:414.9","Chronic ischemic heart disease, unspecified","BAO,DOID","ICD9CM","1"
"DOID:3393","coronary artery disease","ICD9CM:410-414.99","","BAO,DOID","ICD9CM","1"
"DOID:3393","coronary artery disease","ICD9CM:414.0","","BAO,DOID","ICD9CM","1"
"DOID:12668","abnormal retinal correspondence","ICD9CM:368.34","Abnormal retinal correspondence","BAO,DOID","ICD9CM","1"
"DOID:8454","ariboflavinosis","ICD9CM:266.0","Ariboflavinosis","BAO,DOID","ICD9CM","1"
"DOID:10593","idiopathic progressive polyneuropathy","ICD9CM:356.4","Idiopathic progressive polyneuropathy","DOID","ICD9CM","1"
"DOID:11315","African histoplasmosis","ICD9CM:115.10","Infection by Histoplasma duboisii, without mention of manifestation","DOID","ICD9CM","1"
"DOID:9745","perianal hematoma","ICD9CM:455.4","External thrombosed hemorrhoids","DOID","ICD9CM","1"
"DOID:2366","West Nile fever","ICD9CM:066.40","West Nile Fever, unspecified","BAO,DOID","ICD9CM","1"
"DOID:2366","West Nile fever","ICD9CM:066.4","","BAO,DOID","ICD9CM","1"
"DOID:10865","abducens nerve disease","ICD9CM:378.54","Sixth or abducens nerve palsy","DOID","ICD9CM","1"
"DOID:4251","conjunctival disease","ICD9CM:372.9","Unspecified disorder of conjunctiva","BAO,DOID","ICD9CM","1"
"DOID:4251","conjunctival disease","ICD9CM:372","","BAO,DOID","ICD9CM","1"
"DOID:437","myasthenia gravis","ICD9CM:358.00","Myasthenia gravis without (acute) exacerbation","BAO,DOID","ICD9CM","1"
"DOID:437","myasthenia gravis","ICD9CM:358.0","","BAO,DOID","ICD9CM","1"
"DOID:1562","chromoblastomycosis","ICD9CM:117.2","Chromoblastomycosis","BAO","ICD9CM","1"
"DOID:13050","corpus luteum cyst","ICD9CM:620.1","Corpus luteum cyst or hematoma","DOID","ICD9CM","1"
"DOID:5295","intestinal disease","ICD9CM:569.9","Unspecified disorder of intestine","OHMI,BAO,DOID","ICD9CM","1"
"DOID:1229","paranoid schizophrenia","ICD9CM:295.3","","MFOMD,DOID","ICD9CM","1"
"DOID:1229","paranoid schizophrenia","ICD9CM:295.31","Paranoid type schizophrenia, subchronic","MFOMD","ICD9CM","1"
"DOID:1229","paranoid schizophrenia","ICD9CM:295.32","Paranoid type schizophrenia, chronic","MFOMD,DOID","ICD9CM","1"
"DOID:1229","paranoid schizophrenia","ICD9CM:295.30","Paranoid type schizophrenia, unspecified","MFOMD,DOID","ICD9CM","1"
"DOID:9822","partial central choroid dystrophy","ICD9CM:363.53","Central dystrophy of choroid, partial","BAO,DOID","ICD9CM","1"
"DOID:997","uterine inversion","ICD9CM:665.2","","BAO","ICD9CM","1"
"DOID:10074","hymenolepiasis","ICD9CM:123.6","Hymenolepiasis","BAO,DOID","ICD9CM","1"
"DOID:11130","secondary hypertension","ICD9CM:405","","ONTONEO,DOID","ICD9CM","1"
"DOID:11130","secondary hypertension","ICD9CM:405.9","","ONTONEO,DOID","ICD9CM","1"
"DOID:2769","tic disorder","ICD9CM:307.2","","MFOMD,BAO","ICD9CM","1"
"DOID:2769","tic disorder","ICD9CM:307.20","Tic disorder, unspecified","MFOMD,BAO","ICD9CM","1"
"DOID:11302","cercarial dermatitis","ICD9CM:120.3","Cutaneous schistosomiasis","BAO,DOID","ICD9CM","1"
"DOID:11195","acute laryngopharyngitis","ICD9CM:465.0","Acute laryngopharyngitis","DOID","ICD9CM","1"
"DOID:8736","smallpox","ICD9CM:050","","BAO,DOID","ICD9CM","1"
"DOID:8736","smallpox","ICD9CM:050.9","Smallpox, unspecified","BAO,DOID","ICD9CM","1"
"DOID:1949","cholecystitis","ICD9CM:575.10","Cholecystitis, unspecified","BAO,DOID","ICD9CM","1"
"DOID:11772","leukocoria","ICD9CM:360.44","Leucocoria","BAO,DOID","ICD9CM","1"
"DOID:5158","pleural cancer","ICD9CM:163","","BAO,DOID","ICD9CM","1"
"DOID:5158","pleural cancer","ICD9CM:163.9","Malignant neoplasm of pleura, unspecified","BAO,DOID","ICD9CM","1"
"DOID:1588","thrombocytopenia","ICD9CM:287.5","Thrombocytopenia, unspecified","BAO","ICD9CM","1"
"DOID:11320","Kyasanur forest disease","ICD9CM:065.2","Kyasanur forest disease","BAO,DOID","ICD9CM","1"
"DOID:11105","fundus albipunctatus","ICD9CM:362.74","Pigmentary retinal dystrophy","BAO,DOID","ICD9CM","1"
"DOID:12358","patulous eustachian tube","ICD9CM:381.7","Patulous Eustachian tube","BAO,DOID","ICD9CM","1"
"DOID:10989","conjunctival vascular disease","ICD9CM:372.74","Vascular abnormalities of conjunctiva","DOID","ICD9CM","1"
"DOID:341","peripheral vascular disease","ICD9CM:443.81","Peripheral angiopathy in diseases classified elsewhere","BAO,DOID","ICD9CM","1"
"DOID:8741","seborrheic dermatitis","ICD9CM:690.10","Seborrheic dermatitis, unspecified","BAO,DOID","ICD9CM","1"
"DOID:8741","seborrheic dermatitis","ICD9CM:690.1","","BAO,DOID","ICD9CM","1"
"DOID:8741","seborrheic dermatitis","ICD9CM:706.3","Seborrhea","BAO,DOID","ICD9CM","1"
"DOID:5748","rheumatic pulmonary valve disease","ICD9CM:397.1","Rheumatic diseases of pulmonary valve","ONTONEO,DOID","ICD9CM","1"
"DOID:13564","aspergillosis","ICD9CM:117.3","Aspergillosis","BAO,DOID","ICD9CM","1"
"DOID:4873","anterior horn cell disease","ICD9CM:335","","BAO,DOID","ICD9CM","1"
"DOID:4873","anterior horn cell disease","ICD9CM:335.9","Anterior horn cell disease, unspecified","BAO,DOID","ICD9CM","1"
"DOID:11243","anemia of prematurity","ICD9CM:776.6","Anemia of prematurity","ONTONEO,DOID","ICD9CM","1"
"DOID:11623","dental pulp necrosis","ICD9CM:522.1","Necrosis of the pulp","BAO,DOID","ICD9CM","1"
"DOID:3590","gestational trophoblastic neoplasm","ICD9CM:630","Hydatidiform mole","BAO,DOID","ICD9CM","1"
"DOID:11219","conjunctival folliculosis","ICD9CM:372.02","Acute follicular conjunctivitis","DOID","ICD9CM","1"
"DOID:12397","entropion","ICD9CM:374.00","Entropion, unspecified","BAO,DOID","ICD9CM","1"
"DOID:14250","Down syndrome","ICD9CM:758.0","Down's syndrome","BAO","ICD9CM","1"
"DOID:8920","leukoplakia of vagina","ICD9CM:623.1","Leukoplakia of vagina","DOID","ICD9CM","1"
"DOID:10235","Brown's tendon sheath syndrome","ICD9CM:378.61","Brown's (tendon) sheath syndrome","DOID","ICD9CM","1"
"DOID:1510","personality disorder","ICD9CM:301.89","Other personality disorders","MFOMD,BAO","ICD9CM","1"
"DOID:1510","personality disorder","ICD9CM:301.8","","MFOMD,BAO","ICD9CM","1"
"DOID:224","transient cerebral ischemia","ICD9CM:435.8","Other specified transient cerebral ischemias","BAO","ICD9CM","1"
"DOID:12720","cerebral atherosclerosis","ICD9CM:437.0","Cerebral atherosclerosis","BAO,DOID","ICD9CM","1"
"DOID:9877","urethral gland abscess","ICD9CM:597.0","Urethral abscess","DOID","ICD9CM","1"
"DOID:5419","schizophrenia","ICD9CM:295.8","","MFOMD,BAO","ICD9CM","1"
"DOID:5419","schizophrenia","ICD9CM:295","","DOID","ICD9CM","1"
"DOID:5419","schizophrenia","ICD9CM:295.90","Unspecified schizophrenia, unspecified","DOID","ICD9CM","1"
"DOID:5419","schizophrenia","ICD9CM:295.9","","DOID","ICD9CM","1"
"DOID:5419","schizophrenia","ICD9CM:295.80","Other specified types of schizophrenia, unspecified","MFOMD,BAO","ICD9CM","1"
"DOID:0060040","pervasive developmental disorder","ICD9CM:299.80","Other specified pervasive developmental disorders, current or active state","MFOMD,BAO,DOID","ICD9CM","1"
